0,0,252.0
0,1,258.0
0,2,292.0
0,3,286.0
0,4,270.0
0,5,252.0
0,6,249.0
0,7,355.0
0,8,312.0
0,9,278.0
0,10,248.0
0,11,271.0
0,12,293.0
0,13,282.0
0,14,254.0
0,15,254.0
0,16,277.0
0,17,329.0
0,18,349.0
0,19,261.0
0,20,322.0
0,21,266.0
0,22,255.0
0,23,259.0
1,0,252.0
1,1,258.0
1,2,292.0
1,3,286.0
1,4,270.0
1,5,252.0
1,6,249.0
1,7,355.0
1,8,312.0
1,9,278.0
1,10,248.0
1,11,271.0
1,12,293.0
1,13,282.0
1,14,254.0
1,15,254.0
1,16,277.0
1,17,329.0
1,18,349.0
1,19,261.0
1,20,322.0
1,21,266.0
1,22,255.0
1,23,259.0
2,0,252.0
2,1,258.0
2,2,292.0
2,3,286.0
2,4,270.0
2,5,252.0
2,6,249.0
2,7,355.0
2,8,312.0
2,9,278.0
2,10,248.0
2,11,271.0
2,12,293.0
2,13,282.0
2,14,254.0
2,15,254.0
2,16,277.0
2,17,329.0
2,18,349.0
2,19,261.0
2,20,322.0
2,21,266.0
2,22,255.0
2,23,259.0
3,0,252.0
3,1,258.0
3,2,292.0
3,3,286.0
3,4,270.0
3,5,252.0
3,6,249.0
3,7,355.0
3,8,312.0
3,9,278.0
3,10,248.0
3,11,271.0
3,12,293.0
3,13,282.0
3,14,254.0
3,15,254.0
3,16,277.0
3,17,329.0
3,18,349.0
3,19,261.0
3,20,322.0
3,21,266.0
3,22,255.0
3,23,259.0
4,0,252.0
4,1,258.0
4,2,292.0
4,3,286.0
4,4,270.0
4,5,252.0
4,6,249.0
4,7,355.0
4,8,312.0
4,9,278.0
4,10,248.0
4,11,271.0
4,12,293.0
4,13,282.0
4,14,254.0
4,15,254.0
4,16,277.0
4,17,329.0
4,18,349.0
4,19,261.0
4,20,322.0
4,21,266.0
4,22,255.0
4,23,259.0
5,0,252.0
5,1,258.0
5,2,292.0
5,3,286.0
5,4,270.0
5,5,252.0
5,6,249.0
5,7,355.0
5,8,312.0
5,9,278.0
5,10,248.0
5,11,271.0
5,12,293.0
5,13,282.0
5,14,254.0
5,15,254.0
5,16,277.0
5,17,329.0
5,18,349.0
5,19,261.0
5,20,322.0
5,21,266.0
5,22,255.0
5,23,259.0
6,0,252.0
6,1,258.0
6,2,292.0
6,3,286.0
6,4,270.0
6,5,252.0
6,6,249.0
6,7,355.0
6,8,312.0
6,9,278.0
6,10,248.0
6,11,271.0
6,12,293.0
6,13,282.0
6,14,254.0
6,15,254.0
6,16,277.0
6,17,329.0
6,18,349.0
6,19,261.0
6,20,322.0
6,21,266.0
6,22,255.0
6,23,259.0
7,0,252.0
7,1,258.0
7,2,292.0
7,3,286.0
7,4,270.0
7,5,252.0
7,6,249.0
7,7,355.0
7,8,312.0
7,9,278.0
7,10,248.0
7,11,271.0
7,12,293.0
7,13,282.0
7,14,254.0
7,15,254.0
7,16,277.0
7,17,329.0
7,18,349.0
7,19,261.0
7,20,322.0
7,21,266.0
7,22,255.0
7,23,259.0
8,0,252.0
8,1,258.0
8,2,292.0
8,3,286.0
8,4,270.0
8,5,252.0
8,6,249.0
8,7,355.0
8,8,312.0
8,9,278.0
8,10,248.0
8,11,271.0
8,12,293.0
8,13,282.0
8,14,254.0
8,15,254.0
8,16,277.0
8,17,329.0
8,18,349.0
8,19,261.0
8,20,322.0
8,21,266.0
8,22,255.0
8,23,259.0
9,0,252.0
9,1,258.0
9,2,292.0
9,3,286.0
9,4,270.0
9,5,252.0
9,6,249.0
9,7,355.0
9,8,312.0
9,9,278.0
9,10,248.0
9,11,271.0
9,12,293.0
9,13,282.0
9,14,254.0
9,15,254.0
9,16,277.0
9,17,329.0
9,18,349.0
9,19,261.0
9,20,322.0
9,21,266.0
9,22,255.0
9,23,259.0
