0,0,1568.0
0,1,193.0
0,2,156.0
0,3,120.0
0,4,125.0
0,5,621.0
0,6,123.0
0,7,123.0
0,8,122.0
0,9,361.0
0,10,1971.0
0,11,1692.0
0,12,223.0
0,13,149.0
0,14,2094.0
0,15,948.0
0,16,643.0
0,17,430.0
0,18,315.0
0,19,829.0
0,20,243.0
0,21,774.0
0,22,3391.0
0,23,1400.0
1,0,1568.0
1,1,193.0
1,2,156.0
1,3,120.0
1,4,125.0
1,5,621.0
1,6,123.0
1,7,123.0
1,8,122.0
1,9,361.0
1,10,1971.0
1,11,1692.0
1,12,223.0
1,13,149.0
1,14,2094.0
1,15,948.0
1,16,643.0
1,17,430.0
1,18,315.0
1,19,829.0
1,20,243.0
1,21,774.0
1,22,3391.0
1,23,1400.0
2,0,1568.0
2,1,193.0
2,2,156.0
2,3,120.0
2,4,125.0
2,5,621.0
2,6,123.0
2,7,123.0
2,8,122.0
2,9,361.0
2,10,1971.0
2,11,1692.0
2,12,223.0
2,13,149.0
2,14,2094.0
2,15,948.0
2,16,643.0
2,17,430.0
2,18,315.0
2,19,829.0
2,20,243.0
2,21,774.0
2,22,3391.0
2,23,1400.0
3,0,1568.0
3,1,193.0
3,2,156.0
3,3,120.0
3,4,125.0
3,5,621.0
3,6,123.0
3,7,123.0
3,8,122.0
3,9,361.0
3,10,1971.0
3,11,1692.0
3,12,223.0
3,13,149.0
3,14,2094.0
3,15,948.0
3,16,643.0
3,17,430.0
3,18,315.0
3,19,829.0
3,20,243.0
3,21,774.0
3,22,3391.0
3,23,1400.0
4,0,1568.0
4,1,193.0
4,2,156.0
4,3,120.0
4,4,125.0
4,5,621.0
4,6,123.0
4,7,123.0
4,8,122.0
4,9,361.0
4,10,1971.0
4,11,1692.0
4,12,223.0
4,13,149.0
4,14,2094.0
4,15,948.0
4,16,643.0
4,17,430.0
4,18,315.0
4,19,829.0
4,20,243.0
4,21,774.0
4,22,3391.0
4,23,1400.0
5,0,1568.0
5,1,193.0
5,2,156.0
5,3,120.0
5,4,125.0
5,5,621.0
5,6,123.0
5,7,123.0
5,8,122.0
5,9,361.0
5,10,1971.0
5,11,1692.0
5,12,223.0
5,13,149.0
5,14,2094.0
5,15,948.0
5,16,643.0
5,17,430.0
5,18,315.0
5,19,829.0
5,20,243.0
5,21,774.0
5,22,3391.0
5,23,1400.0
6,0,1568.0
6,1,193.0
6,2,156.0
6,3,120.0
6,4,125.0
6,5,621.0
6,6,123.0
6,7,123.0
6,8,122.0
6,9,361.0
6,10,1971.0
6,11,1692.0
6,12,223.0
6,13,149.0
6,14,2094.0
6,15,948.0
6,16,643.0
6,17,430.0
6,18,315.0
6,19,829.0
6,20,243.0
6,21,774.0
6,22,3391.0
6,23,1400.0
7,0,1568.0
7,1,193.0
7,2,156.0
7,3,120.0
7,4,125.0
7,5,621.0
7,6,123.0
7,7,123.0
7,8,122.0
7,9,361.0
7,10,1971.0
7,11,1692.0
7,12,223.0
7,13,149.0
7,14,2094.0
7,15,948.0
7,16,643.0
7,17,430.0
7,18,315.0
7,19,829.0
7,20,243.0
7,21,774.0
7,22,3391.0
7,23,1400.0
8,0,1568.0
8,1,193.0
8,2,156.0
8,3,120.0
8,4,125.0
8,5,621.0
8,6,123.0
8,7,123.0
8,8,122.0
8,9,361.0
8,10,1971.0
8,11,1692.0
8,12,223.0
8,13,149.0
8,14,2094.0
8,15,948.0
8,16,643.0
8,17,430.0
8,18,315.0
8,19,829.0
8,20,243.0
8,21,774.0
8,22,3391.0
8,23,1400.0
9,0,1568.0
9,1,193.0
9,2,156.0
9,3,120.0
9,4,125.0
9,5,621.0
9,6,123.0
9,7,123.0
9,8,122.0
9,9,361.0
9,10,1971.0
9,11,1692.0
9,12,223.0
9,13,149.0
9,14,2094.0
9,15,948.0
9,16,643.0
9,17,430.0
9,18,315.0
9,19,829.0
9,20,243.0
9,21,774.0
9,22,3391.0
9,23,1400.0
10,0,1568.0
10,1,193.0
10,2,156.0
10,3,120.0
10,4,125.0
10,5,621.0
10,6,123.0
10,7,123.0
10,8,122.0
10,9,361.0
10,10,1971.0
10,11,1692.0
10,12,223.0
10,13,149.0
10,14,2094.0
10,15,948.0
10,16,643.0
10,17,430.0
10,18,315.0
10,19,829.0
10,20,243.0
10,21,774.0
10,22,3391.0
10,23,1400.0
11,0,1568.0
11,1,193.0
11,2,156.0
11,3,120.0
11,4,125.0
11,5,621.0
11,6,123.0
11,7,123.0
11,8,122.0
11,9,361.0
11,10,1971.0
11,11,1692.0
11,12,223.0
11,13,149.0
11,14,2094.0
11,15,948.0
11,16,643.0
11,17,430.0
11,18,315.0
11,19,829.0
11,20,243.0
11,21,774.0
11,22,3391.0
11,23,1400.0
12,0,1568.0
12,1,193.0
12,2,156.0
12,3,120.0
12,4,125.0
12,5,621.0
12,6,123.0
12,7,123.0
12,8,122.0
12,9,361.0
12,10,1971.0
12,11,1692.0
12,12,223.0
12,13,149.0
12,14,2094.0
12,15,948.0
12,16,643.0
12,17,430.0
12,18,315.0
12,19,829.0
12,20,243.0
12,21,774.0
12,22,3391.0
12,23,1400.0
13,0,1568.0
13,1,193.0
13,2,156.0
13,3,120.0
13,4,125.0
13,5,621.0
13,6,123.0
13,7,123.0
13,8,122.0
13,9,361.0
13,10,1971.0
13,11,1692.0
13,12,223.0
